"C_HLEVEL";"C_FULLNAME";"C_NAME";"C_SYNONYM_CD";"C_VISUALATTRIBUTES";"C_TOTALNUM";"C_BASECODE";"C_METADATAXML";"C_FACTTABLECOLUMN";"C_TABLENAME";"C_COLUMNNAME";"C_COLUMNDATATYPE";"C_OPERATOR";"C_DIMCODE";"C_COMMENT";"C_TOOLTIP";"M_APPLIED_PATH";"UPDATE_DATE";"DOWNLOAD_DATE";"IMPORT_DATE";"SOURCESYSTEM_CD";"VALUETYPE_CD";"M_EXCLUSION_CD";"C_PATH";"C_SYMBOL";"HPDS_PATH"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP52754-6\43396-1\";"Cholesterol non HDL in Serum or Plasma";"";"";"";"LOINC:43396-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP52754-6\43396-1\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol non HDL\Cholesterol non HDL in Serum or Plasma";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol non HDL\Cholesterol non HDL in Serum or Plasma"
"4";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\";"Cholesterol in LDL";"";"";"";"LOINC:LP99407-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\13457-7\";"Cholesterol in LDL in Serum or Plasma by calculation";"";"";"";"LOINC:13457-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\13457-7\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma by calculation";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma by calculation"
"5";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\18261-8\";"Cholesterol in LDL in Serum or Plasma ultracentrifugate";"";"";"";"LOINC:18261-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP40271-6\LP15705-4\LP99407-6\18261-8\";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma ultracentrifugate";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Chemistry\Lipids\Cholesterol in LDL\Cholesterol in LDL in Serum or Plasma ultracentrifugate"
"4";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\";"HIV 1 Ag";"";"";"";"LOINC:LP45066-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\16976-3\";"HIV 1 Ag [Units/Volume] in Serum";"";"";"";"LOINC:16976-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\16976-3\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag\HIV 1 Ag [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag\HIV 1 Ag [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\24012-7\";"HIV 1 Ag [Presence] in Serum";"";"";"";"LOINC:24012-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\24012-7\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag\HIV 1 Ag [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag\HIV 1 Ag [Presence] in Serum"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\5222-5\";"HIV 1 Ag [Presence] in Serum by Immunoassay";"";"";"";"LOINC:5222-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP45066-5\5222-5\";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag\HIV 1 Ag [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 1 Ag\HIV 1 Ag [Presence] in Serum by Immunoassay"
"4";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\";"HIV 2 Ab";"";"";"";"LOINC:LP47065-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\22358-6\";"HIV 2 Ab [Units/Volume] in Serum";"";"";"";"LOINC:22358-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\22358-6\";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\30361-0\";"HIV 2 Ab [Presence] in Serum by Immunoassay";"";"";"";"LOINC:30361-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\30361-0\";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Presence] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Presence] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\5224-1\";"HIV 2 Ab [Units/Volume] in Serum by Immunoassay";"";"";"";"LOINC:5224-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\5224-1\";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Units/Volume] in Serum by Immunoassay";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Units/Volume] in Serum by Immunoassay"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\5225-8\";"HIV 2 Ab [Presence] in Serum by Immunoblot (IB)";"";"";"";"LOINC:5225-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\5225-8\";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Presence] in Serum by Immunoblot (IB)";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Presence] in Serum by Immunoblot (IB)"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\7919-4\";"HIV 2 Ab [Presence] in Serum";"";"";"";"LOINC:7919-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP47065-5\7919-4\";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV 2 Ab\HIV 2 Ab [Presence] in Serum"
"4";"\ACT\Labs\LP14855-8\LP17126-1\LP55190-0\";"HIV DNA";"";"";"";"LOINC:LP55190-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP55190-0\";"";"\Lab Test Results\Virus\HIV\HIV DNA";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV DNA"
"5";"\ACT\Labs\LP14855-8\LP17126-1\LP55190-0\9836-8\";"HIV DNA [Presence] by Probe with amplification";"";"";"";"LOINC:9836-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP14855-8\LP17126-1\LP55190-0\9836-8\";"";"\Lab Test Results\Virus\HIV\HIV DNA\HIV DNA [Presence] by Probe with amplification";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Virus\HIV\HIV DNA\HIV DNA [Presence] by Probe with amplification"
"2";"\ACT\Labs\LP31755-9\";"Microbiology";"";"";"";"LOINC:LP31755-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\";"";"\Lab Test Results\Microbiology";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology"
"3";"\ACT\Labs\LP31755-9\LP18171-6\";"Tuberculosis Interferon";"";"";"";"LOINC:LP18171-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP18171-6\";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon"
"4";"\ACT\Labs\LP31755-9\LP18171-6\LP149695-1\";"Mycobacterium tuberculosis stimulated gamma interferon";"";"";"";"LOINC:LP149695-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP18171-6\LP149695-1\";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis stimulated gamma interferon";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis stimulated gamma interferon"
"5";"\ACT\Labs\LP31755-9\LP18171-6\LP149695-1\46217-6\";"Mycobacterium tuberculosis stimulated gamma interferon [Units/Volume] in Blood";"";"";"";"LOINC:46217-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP18171-6\LP149695-1\46217-6\";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis stimulated gamma interferon\Mycobacterium tuberculosis stimulated gamma interferon [Units/Volume] in Bl";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis stimulated gamma interferon\Mycobacterium tuberculosis stimulated gamma interferon [Units/Volume] in Blood"
"5";"\ACT\Labs\LP31755-9\LP18171-6\LP149695-1\71773-6\";"Mycobacterium tuberculosis stimulated gamma interferon [Presence] in Blood";"";"";"";"LOINC:71773-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP18171-6\LP149695-1\71773-6\";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis stimulated gamma interferon\Mycobacterium tuberculosis stimulated gamma interferon [Presence] in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis stimulated gamma interferon\Mycobacterium tuberculosis stimulated gamma interferon [Presence] in Blood"
"4";"\ACT\Labs\LP31755-9\LP18171-6\LP71013-4\";"Mycobacterium tuberculosis Mitogen stimulated gamma interferon";"";"";"";"LOINC:LP71013-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP18171-6\LP71013-4\";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon"
"5";"\ACT\Labs\LP31755-9\LP18171-6\LP71013-4\39017-9\";"Mycobacterium tuberculosis Mitogen stimulated gamma interferon [Units/Volume] in Blood";"";"";"";"LOINC:39017-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP18171-6\LP71013-4\39017-9\";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon [Units/Volum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon [Units/Volume] in Blood"
"5";"\ACT\Labs\LP31755-9\LP18171-6\LP71013-4\45323-3\";"Mycobacterium tuberculosis Mitogen stimulated gamma interferon  [Presence] in Blood";"";"";"";"LOINC:45323-3";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP18171-6\LP71013-4\45323-3\";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon  [Presence] ";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Tuberculosis Interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon\Mycobacterium tuberculosis Mitogen stimulated gamma interferon  [Presence] in Blood"
"3";"\ACT\Labs\LP31755-9\LP39544-9\";"Reagin Ab";"";"";"";"LOINC:LP39544-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\";"";"\Lab Test Results\Microbiology\Reagin Ab";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab"
"4";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\";"Reagin Ab in serum";"";"";"";"LOINC:LP41330-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\11084-1\";"Reagin Ab [Titer] in Serum";"";"";"";"LOINC:11084-1";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\11084-1\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Titer] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Titer] in Serum"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\20507-0\";"Reagin Ab [Presence] in Serum by RPR";"";"";"";"LOINC:20507-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\20507-0\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Presence] in Serum by RPR";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Presence] in Serum by RPR"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\20508-8\";"Reagin Ab [Units/Volume] in Serum by RPR";"";"";"";"LOINC:20508-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\20508-8\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Units/Volume] in Serum by RPR";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Units/Volume] in Serum by RPR"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\22461-8\";"Reagin Ab [Presence] in Serum";"";"";"";"LOINC:22461-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\22461-8\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Presence] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Presence] in Serum"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\22462-6\";"Reagin Ab [Units/Volume] in Serum";"";"";"";"LOINC:22462-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\22462-6\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Units/Volume] in Serum";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Units/Volume] in Serum"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\31147-2\";"Reagin Ab [Titer] in Serum by RPR";"";"";"";"LOINC:31147-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\31147-2\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Titer] in Serum by RPR";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Titer] in Serum by RPR"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\50690-7\";"Reagin Ab [Titer] in Serum by VDRL";"";"";"";"LOINC:50690-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\50690-7\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Titer] in Serum by VDRL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Titer] in Serum by VDRL"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\5291-0\";"Reagin Ab [Units/Volume] in Serum by VDRL";"";"";"";"LOINC:5291-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\5291-0\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Units/Volume] in Serum by VDRL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Units/Volume] in Serum by VDRL"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\5292-8\";"Reagin Ab [Presence] in Serum by VDRL";"";"";"";"LOINC:5292-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP41330-9\5292-8\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Presence] in Serum by VDRL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in serum\Reagin Ab [Presence] in Serum by VDRL"
"4";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\";"Reagin Ab in CSF";"";"";"";"LOINC:LP47110-9";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\22459-2\";"Reagin Ab [Presence] in CSF";"";"";"";"LOINC:22459-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\22459-2\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Presence] in CSF";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Presence] in CSF"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\22460-0\";"Reagin Ab [Units/Volume] in CSF";"";"";"";"LOINC:22460-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\22460-0\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Units/Volume] in CSF";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Units/Volume] in CSF"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\31146-4\";"Reagin Ab [Titer] in CSF by VDRL";"";"";"";"LOINC:31146-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\31146-4\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Titer] in CSF by VDRL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Titer] in CSF by VDRL"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\46203-6\";"Reagin Ab [Titer] in CSF";"";"";"";"LOINC:46203-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\46203-6\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Titer] in CSF";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Titer] in CSF"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\5289-4\";"Reagin Ab [Units/Volume] in CSF by VDRL";"";"";"";"LOINC:5289-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\5289-4\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Units/Volume] in CSF by VDRL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Units/Volume] in CSF by VDRL"
"5";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\5290-2\";"Reagin Ab [Presence] in CSF by VDRL";"";"";"";"LOINC:5290-2";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31755-9\LP39544-9\LP47110-9\5290-2\";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Presence] in CSF by VDRL";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Microbiology\Reagin Ab\Reagin Ab in CSF\Reagin Ab [Presence] in CSF by VDRL"
"2";"\ACT\Labs\LP31756-7\";"Hematology/Coagulation";"";"";"";"LOINC:LP31756-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\";"";"\Lab Test Results\Hematology/Coagulation";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation"
"3";"\ACT\Labs\LP31756-7\LP30786-5\";"Hematology";"";"";"";"LOINC:LP30786-5";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\";"";"\Lab Test Results\Hematology/Coagulation\Hematology";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\";"Hemoglobin A1c";"";"";"";"LOINC:LP100945-7";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\17855-8\";"Hemoglobin A1c in Blood by calculation";"";"";"";"LOINC:17855-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\17855-8\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by calculation";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by calculation"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\17856-6\";"Hemoglobin A1c in Blood by HPLC";"";"";"";"LOINC:17856-6";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\17856-6\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by HPLC";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by HPLC"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\4548-4\";"Hemoglobin A1c in Blood";"";"";"";"LOINC:4548-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\4548-4\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\59261-8\";"Hemoglobin A1c in Blood by IFCC protocol";"";"";"";"LOINC:59261-8";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\59261-8\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by IFCC protocol";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by IFCC protocol"
"5";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\62388-4\";"Hemoglobin A1c in Blood by JDS/JSCC protocol";"";"";"";"LOINC:62388-4";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP100945-7\62388-4\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by JDS/JSCC protocol";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin A1c\Hemoglobin A1c in Blood by JDS/JSCC protocol"
"4";"\ACT\Labs\LP31756-7\LP30786-5\LP43135-0\";"Hemoglobin";"";"";"";"LOINC:LP43135-0";"";"";"concept_dimension";"concept_path";"T";"LIKE";"\ACT\Labs\LP31756-7\LP30786-5\LP43135-0\";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin";"@";"";"";"";"ACT";"";"";"";"";"\Lab Test Results\Hematology/Coagulation\Hematology\Hemoglobin"
